n	bytes	sha256	path
165	26548	5bf605e1ebd971c2528475678890f1caf68a59b43ba15ca4eeb4466acc46459f	./docs/agent_context/source_drop/gdrive_raw_manuscript_staging/gdrive_raw/Go_ahead_and_write_out_the_chapter_keep_in_mind_t....txt
168	2541	d977df03a7609338b44621fbb3621cfd61c59acd79ff10b705f8837cbd130c35	./docs/agent_context/source_drop/gdrive_raw_manuscript_staging/gdrive_raw/Purple_Prose_Prompt.txt
169	6562	7f86ab925e53d48f6e32e07950f30b81b82bd4270b77b826b7392d7d35e86758	./docs/agent_context/source_drop/gdrive_raw_manuscript_staging/gdrive_raw/THE_WEIGHT_OF_THE_SKY-_MASTER_COMPENDIUM_(SINGULARITY_v.txt
170	2456	06b7414f7be3fde293b719c0fcbee8700a4d784aa36d35f5ab6871c054f6d8b5	./docs/agent_context/source_drop/gdrive_raw_manuscript_staging/gdrive_raw/The_-Version_X-_Meta-Prompt.txt
172	18320	306d73cc10dde139ac497f709f17cb9db2f58ffe99e80e02d56059a3b65dab00	./docs/agent_context/source_drop/gdrive_raw_manuscript_staging/gdrive_raw/The_scrape.txt
175	19536	f9021d4951dc01a4776203566f90e64792639b6f77f55d1902a35df1a4c8541b	./docs/agent_context/source_drop/gdrive_raw_manuscript_staging/gdrive_raw/Version_A.txt
176	19366	8d1807012e35af7acaa76dd53b818f8e08875a25014d9479c0fd2b926109aaae	./docs/agent_context/source_drop/gdrive_raw_manuscript_staging/gdrive_raw/Version_B.txt
178	23683	518da3e2362c54d0b8a27f106b957a43966a894555a39d0e66dd9f94c6f3a6fc	./docs/agent_context/source_drop/gdrive_raw_manuscript_staging/gdrive_raw/Whole_Book.txt
179	24874	79ccd8474783826d57f79079af461c10c73bb96b4754515b698189e6d9b4ea45	./docs/agent_context/source_drop/gdrive_raw_manuscript_staging/gdrive_raw/chapter_11.2.txt
180	19186	72377df9ad2575fc0a97523937ff9e451cadef7811fae2a443aa5daa3a2a351b	./docs/agent_context/source_drop/gdrive_raw_manuscript_staging/gdrive_raw/•(G)_Chapter:_1_Stardust_to_Stardust_.txt
